budget,budget_by_millions,genre_id,id,original_language,original_title,popularity,release_date,month_of_release,revenue,revenue_by_millions,runtime,status,title,vote_average,vote_count
0,0,18,1710,en,Copycat,14.211699,27/10/1995,10,0,0,124,Released,Copycat,6.4,194
20000000,20,35,4258,en,Scary Movie 5,36.819044,11/4/2013,4,78378744,78.378744,86,Released,Scary Movie 5,4.6,793
20000000,20,18,20391,en,Paint Your Wagon,7.902536,15/10/1969,10,31678778,31.678778,158,Released,Paint Your Wagon,6.2,63
20000000,20,36,10139,en,Milk,30.909699,26/11/2008,11,54586584,54.586584,128,Released,Milk,7.1,612
20000000,20,28,335778,en,Risen,16.663797,19/2/2016,2,46069568,46.069568,107,Released,Risen,5.7,295
35000000,35,27,9645,en,Ghost Ship,27.724913,25/10/2002,10,68349884,68.349884,91,Released,Ghost Ship,5.3,531
19000000,19,35,55465,en,A Very Harold & Kumar Christmas,17.971883,4/11/2011,11,35387212,35.387212,108,Released,A Very Harold & Kumar Christmas,6,328
20000000,20,80,617,en,Wild Things,25.041992,20/3/1998,3,67200000,67.2,108,Released,Wild Things,6.3,444
0,0,27,19904,en,The Stepfather,7.924428,16/10/2009,10,0,0,101,Released,The Stepfather,5.4,167
20000000,20,18,48289,en,The Debt,14.857884,11/4/2010,4,45636368,45.636368,113,Released,The Debt,6.3,257
30000000,30,35,243,en,High Fidelity,23.982956,17/3/2000,3,47126295,47.126295,113,Released,High Fidelity,7,628
20000000,20,27,6933,en,One Missed Call,12.458131,4/1/2008,1,0,0,87,Released,One Missed Call,4.7,171
20000000,20,18,17182,en,Eye for an Eye,3.996392,12/1/1996,1,0,0,101,Released,Eye for an Eye,5.8,63
20000000,20,53,8848,en,The Bank Job,30.387754,28/2/2008,2,64822796,64.822796,112,Released,The Bank Job,6.6,697
20000000,20,87,38,en,Eternal Sunshine of the Spotless Mind,56.481487,19/3/2004,3,72258126,72.258126,108,Released,Eternal Sunshine of the Spotless Mind,7.9,3652
20000000,20,35,38303,en,You Again,19.962713,24/9/2010,9,32005248,32.005248,105,Released,You Again,6,368
20000000,20,28,1266,en,Street Kings,18.666876,10/4/2008,4,65569869,65.569869,109,Released,Street Kings,6.3,363
20000000,20,35,107985,en,The World's End,55.964605,18/7/2013,7,46089287,46.089287,109,Released,The World's End,6.7,1778
0,0,28,14043,en,Nancy Drew,5.0348,15/6/2007,6,0,0,99,Released,Nancy Drew,5.8,143
20000000,20,14,19901,en,Daybreakers,28.019226,6/1/2009,1,51416464,51.416464,98,Released,Daybreakers,6,634
20000000,20,35,34016,en,She's Out of My League,16.176976,11/3/2010,3,49779728,49.779728,104,Released,She's Out of My League,5.9,525
20000000,20,12,59860,en,Monte Carlo,17.237143,1/7/2011,7,17425000,17.425,109,Released,Monte Carlo,6,593
9000000,9,27,10069,en,Stay Alive,4.34503,24/3/2006,3,27105095,27.105095,100,Released,Stay Alive,5.3,155
0,0,10,9588,en,Quigley Down Under,11.360997,17/10/1990,10,0,0,119,Released,Quigley Down Under,6.5,119
20000000,20,10,12819,en,Alpha and Omega,12.300789,17/9/2010,9,39300000,39.3,88,Released,Alpha and Omega,5.3,124
20000000,20,28,9954,en,The Covenant,15.804814,8/9/2006,9,37597471,37.597471,97,Released,The Covenant,5.2,288
0,0,35,10115,en,Stick It,9.750557,21/4/2006,4,0,0,105,Released,Stick It,6.3,148
40000000,40,35,25132,en,Shorts,4.100942,21/8/2009,8,28972508,28.972508,89,Released,Shorts,5.1,44
20000000,20,14,577,en,To Die For,12.309715,20/5/1995,5,21284514,21.284514,106,Released,To Die For,6.7,175
20000000,20,96,328387,en,Nerve,62.933899,27/7/2016,7,83707310,83.70731,96,Released,Nerve,7.1,2181
20000000,20,18,12690,en,Appaloosa,16.074397,12/9/2008,9,20211394,20.211394,115,Released,Appaloosa,6.3,299
20000000,20,28,9945,en,Vampires,17.016284,15/4/1998,4,0,0,108,Released,Vampires,5.8,255
806948,0.806948,18,539,en,Psycho,93.067866,16/6/1960,6,32000000,32,109,Released,Psycho,8.2,2320
20000000,20,10,13596,en,My Best Friend's Girl,17.145287,19/9/2008,9,36620508,36.620508,101,Released,My Best Friend's Girl,5.4,220
20000000,20,18,226857,en,Endless Love,27.256849,12/2/2014,2,34077920,34.07792,103,Released,Endless Love,6.7,542
20000000,20,35,13159,en,Georgia Rule,7.878177,11/5/2007,5,0,0,113,Released,Georgia Rule,5.6,130
20000000,20,35,47941,en,Under the Rainbow,0.173964,31/7/1981,7,2297493,2.297493,98,Released,Under the Rainbow,4.9,7
20000000,20,12,526,en,Ladyhawke,14.370111,27/3/1985,3,18432000,18.432,121,Released,Ladyhawke,6.8,260
20000000,20,35,22796,en,Simon Birch,11.090254,11/9/1998,9,18253415,18.253415,114,Released,Simon Birch,6.5,52
20000000,20,18,2355,en,Reign Over Me,20.82778,23/3/2007,3,22222308,22.222308,124,Released,Reign Over Me,7.1,334
15000000,15,12,5915,en,Into the Wild,43.644978,11/9/2007,9,56255142,56.255142,148,Released,Into the Wild,7.8,3045
20000000,20,35,9842,en,School for Scoundrels,8.244324,29/9/2006,9,17807569,17.807569,100,Released,School for Scoundrels,5.6,111
20000000,20,53,61012,en,Silent Hill: Revelation 3D,23.292761,10/10/2012,10,52302796,52.302796,94,Released,Silent Hill: Revelation 3D,5,432
19000000,19,27,755,en,From Dusk Till Dawn,64.181668,19/1/1996,1,25836616,25.836616,108,Released,From Dusk Till Dawn,6.9,1603
0,0,16,13682,en,Pooh's Heffalump Movie,9.03154,11/2/2005,2,0,0,68,Released,Pooh's Heffalump Movie,6.4,88
0,0,35,9089,en,Home for the Holidays,4.031585,2/11/1995,11,17519169,17.519169,103,Released,Home for the Holidays,6.3,39
20000000,20,28,9470,cn,功夫,13.658985,10/2/2004,2,100914445,100.914445,99,Released,Kung Fu Hustle,7.2,831
35000000,35,12,18357,en,The Country Bears,6.908351,26/7/2002,7,0,0,88,Released,The Country Bears,4.3,20
20000000,20,18,7979,en,The Kite Runner,10.446722,14/10/2007,10,73276047,73.276047,128,Released,The Kite Runner,7.3,394
20000000,20,18,470,en,21 Grams,32.243357,6/9/2003,9,60427839,60.427839,124,Released,21 Grams,7.2,918
20000000,20,28,15644,en,Paparazzi,9.149089,3/9/2004,9,16605763,16.605763,84,Released,Paparazzi,5.8,52
20000000,20,35,9582,en,A Guy Thing,5.596835,17/1/2003,1,17432163,17.432163,101,Released,A Guy Thing,5.3,83
0,0,18,10642,en,Loser,5.214408,21/7/2000,7,0,0,98,Released,Loser,5,120
20000000,20,99,22074,en,Capitalism: A Love Story,10.50098,6/9/2009,9,17436509,17.436509,120,Released,Capitalism: A Love Story,7,167
20000000,20,18,2428,en,The Greatest Story Ever Told,3.011205,15/2/1965,2,15473333,15.473333,199,Released,The Greatest Story Ever Told,6.5,41
19500000,19.5,80,290751,en,Secret in Their Eyes,15.012237,14/10/2015,10,34854990,34.85499,111,Released,Secret in Their Eyes,6.2,336
25000000,25,28,13805,en,Disaster Movie,16.238961,29/8/2008,8,14109284,14.109284,87,Released,Disaster Movie,3,240
20000000,20,28,4597,en,Armored,15.21229,4/12/2009,12,22942221,22.942221,88,Released,Armored,5.5,208
20000000,20,35,9414,en,The Man Who Knew Too Little,6.397042,14/11/1997,11,13801755,13.801755,97,Released,The Man Who Knew Too Little,6.5,125
20000000,20,35,63492,en,What's Your Number?,19.220789,30/9/2011,9,30426096,30.426096,106,Released,What's Your Number?,6.2,671
20000000,20,28,81796,en,Lockout,35.232278,12/4/2012,4,32204030,32.20403,95,Released,Lockout,5.8,715
40000000,40,35,10710,en,Envy,9.842771,30/4/2004,4,0,0,99,Released,Envy,4.8,139
20000000,20,28,15092,en,Crank: High Voltage,35.542809,16/4/2009,4,34560577,34.560577,96,Released,Crank: High Voltage,5.9,861
0,0,28,11382,en,Bullets Over Broadway,7.829295,14/10/1994,10,0,0,98,Released,Bullets Over Broadway,7,130
20000000,20,18,15005,en,One Night with the King,3.476925,13/10/2006,10,13391174,13.391174,123,Released,One Night with the King,6.1,12
30000000,30,18,8198,en,The Quiet American,5.133744,22/11/2002,11,27674124,27.674124,101,Released,The Quiet American,6.4,81
20000000,20,35,6963,en,The Weather Man,14.031377,20/10/2005,10,12482775,12.482775,101,Released,The Weather Man,6,289
20000000,20,28,15070,en,Undisputed,17.227376,23/8/2002,8,12398628,12.398628,96,Released,Undisputed,6.1,139
0,0,35,12797,en,Ghost Town,17.98817,19/9/2008,9,0,0,102,Released,Ghost Town,6.4,286
20000000,20,28,17134,en,12 Rounds,15.66135,19/3/2009,3,17280326,17.280326,108,Released,12 Rounds,5.7,220
20000000,20,18,41402,en,Let Me In,19.705311,1/10/2010,10,24145613,24.145613,116,Released,Let Me In,6.7,641
0,0,12,18885,en,3 Ninjas Kick Back,2.645722,6/5/1994,5,0,0,93,Released,3 Ninjas Kick Back,4.5,48
0,0,18,4953,en,Be Kind Rewind,17.662683,20/1/2008,1,0,0,102,Released,Be Kind Rewind,6.2,424
0,0,35,10773,en,Mrs Henderson Presents,2.894154,9/9/2005,9,0,0,103,Released,Mrs Henderson Presents,6.4,62
20000000,20,28,146198,en,Triple 9,29.371987,19/2/2016,2,12639297,12.639297,115,Released,Triple 9,5.6,797
20000000,20,35,2639,en,Deconstructing Harry,11.352693,26/8/1997,8,10686841,10.686841,96,Released,Deconstructing Harry,7.3,187
20000000,20,35,10563,en,Three to Tango,7.553773,22/10/1999,10,0,0,98,Released,Three to Tango,5.4,62
20000000,20,18,295964,en,Burnt,30.477114,2/10/2015,10,36606743,36.606743,100,Released,Burnt,6.3,950
20000000,20,35,5971,en,We're No Angels,9.927018,15/12/1989,12,0,0,106,Released,We're No Angels,5.6,105
20000000,20,10,9716,en,Everyone Says I Love You,12.379781,6/12/1996,12,0,0,101,Released,Everyone Says I Love You,6.5,147
20000000,20,28,11835,en,Death Sentence,12.643703,31/8/2007,8,16974459,16.974459,105,Released,Death Sentence,6.5,297
21000000,21,18,26171,en,Everybody's Fine,15.440465,4/12/2009,12,0,0,99,Released,Everybody's Fine,6.5,284
0,0,35,31117,en,Superbabies: Baby Geniuses 2,5.886228,27/8/2004,8,9109322,9.109322,88,Released,Superbabies: Baby Geniuses 2,1.9,35
0,0,28,9074,en,The Man,6.925645,8/9/2005,9,12382362,12.382362,83,Released,The Man,5.4,133
20000000,20,28,14396,en,Code Name: The Cleaner,9.36146,5/1/2007,1,10337477,10.337477,84,Released,Code Name: The Cleaner,4.7,78
20000000,20,35,15673,en,Connie and Carla,6.102663,16/4/2004,4,11341016,11.341016,98,Released,Connie and Carla,6.4,24
8000000,8,35,42618,en,Sweet Charity,0.709143,1/1/1969,1,20000000,20,149,Released,Sweet Charity,6.5,15
20000000,20,35,171274,en,Inherent Vice,45.742217,25/12/2014,12,11110975,11.110975,148,Released,Inherent Vice,6.5,833
0,0,10,24432,en,Doogal,1.682839,24/2/2006,2,0,0,85,Released,Doogal,3.2,18
20000000,20,10,109417,en,Battle of the Year,8.237336,21/9/2013,9,16549477,16.549477,110,Released,Battle of the Year,5.9,88
20000000,20,35,13948,en,An American Carol,2.605374,3/10/2008,10,7000000,7,83,Released,An American Carol,4.1,20
12000000,12,28,106747,en,Machete Kills,29.072964,12/9/2013,9,15008161,15.008161,107,Released,Machete Kills,5.3,631
22000000,22,27,10929,en,Willard,1.322528,14/3/2003,3,0,0,100,Released,Willard,5.8,82
0,0,35,14220,en,Strange Wilderness,4.961306,1/2/2008,2,6575282,6.575282,87,Released,Strange Wilderness,4.7,69
0,0,35,46435,en,Topsy-Turvy,8.628519,3/9/1999,9,0,0,160,Released,Topsy-Turvy,6.7,41
20000000,20,35,256962,en,Little Boy,12.232048,23/4/2015,4,6420319,6.420319,106,Released,Little Boy,7,185
15000000,15,18,48231,en,A Dangerous Method,27.133277,30/9/2011,9,27462041,27.462041,99,Released,A Dangerous Method,6.2,571
8700000,8.7,16,3509,en,A Scanner Darkly,26.093043,25/5/2006,5,7659918,7.659918,100,Released,A Scanner Darkly,6.8,532
0,0,18,82684,en,Chasing Mavericks,13.621201,25/10/2012,10,0,0,117,Released,Chasing Mavericks,7,216
20000000,20,28,12142,en,Alone in the Dark,9.292987,28/1/2005,1,10442808,10.442808,96,Released,Alone in the Dark,3.1,173
20000000,20,35,23367,en,Bandslam,7.716606,6/8/2009,8,5210988,5.210988,111,Released,Bandslam,5.4,126
20000000,20,18,10740,en,Birth,7.698075,8/9/2004,9,0,0,100,Released,Birth,5.9,179
20000000,20,80,241239,en,A Most Violent Year,37.629309,30/12/2014,12,12007070,12.00707,125,Released,A Most Violent Year,6.5,546
0,0,18,14582,en,Passchendaele,2.405911,17/10/2008,10,0,0,114,Released,Passchendaele,6.3,26
0,0,18,14914,en,Flash of Genius,3.350297,7/9/2008,9,0,0,119,Released,Flash of Genius,6.3,59
20000000,20,18,3902,en,I'm Not There.,13.032308,1/10/2007,10,4001121,4.001121,135,Released,I'm Not There.,6.6,195
20000000,20,28,77948,en,The Cold Light of Day,15.131867,4/4/2012,4,16863583,16.863583,93,Released,The Cold Light of Day,4.8,271
20000000,20,12,21755,en,The Brothers Bloom,10.218307,9/9/2008,9,5530764,5.530764,114,Released,The Brothers Bloom,6.8,203
21000000,21,18,4960,en,"Synecdoche, New York",12.761176,24/10/2008,10,0,0,124,Released,"Synecdoche, New York",7.4,278
26500000,26.5,12,128,ja,もののけ姫,60.732738,12/7/1997,7,159375308,159.375308,134,Released,Princess Mononoke,8.2,1983
0,0,35,14652,fr,Bon voyage,0.49446,16/4/2003,4,0,0,114,Released,Bon voyage,5.7,20
0,0,35,40932,en,Can't Stop the Music,6.574285,20/6/1980,6,0,0,124,Released,Can't Stop the Music,4.9,9
2000000,2,28,16608,en,The Proposition,14.617944,6/10/2005,10,5048693,5.048693,104,Released,The Proposition,7.1,218
20000000,20,18,334531,en,My All American,3.102987,13/11/2015,11,0,0,118,Released,My All American,6.8,36
20000000,20,35,32316,en,Marci X,5.65327,22/8/2003,8,1675706,1.675706,84,Released,Marci X,3.3,12
20000000,20,28,7299,en,Equilibrium,44.566609,6/12/2002,12,5359645,5.359645,107,Released,Equilibrium,6.9,1552
40000000,40,18,13405,zh,黃石的孩子,8.978408,3/7/2008,7,7400000,7.4,125,Released,The Children of Huang Shi,6.5,52
0,0,18,19457,en,The Yards,10.150993,27/4/2000,4,0,0,115,Released,The Yards,6,97
0,0,10,112937,en,The Oogieloves in the Big Balloon Adventure,0.28576,29/8/2012,8,0,0,88,Released,The Oogieloves in the Big Balloon Adventure,2.2,8
10000000,10,18,314385,en,By the Sea,11.267676,12/11/2015,11,3727746,3.727746,122,Released,By the Sea,5.4,156
20000000,20,16,8953,ja,Steamboy,9.129808,17/7/2004,7,0,0,126,Released,Steamboy,6.4,102
0,0,18,29078,en,The Game of Their Lives,2.013405,1/1/2005,1,0,0,101,Released,The Game of Their Lives,5.8,14
0,0,18,46503,en,All Good Things,20.086645,3/12/2010,12,0,0,101,Released,All Good Things,5.9,286
20000000,20,12,10448,en,Rapa Nui,3.581906,9/9/1994,9,305070,0.30507,107,Released,Rapa Nui,6.2,33
0,0,35,13688,cn,長江七號,12.373248,30/1/2008,1,47301471,47.301471,86,Released,CJ7,6.1,107
0,0,35,10353,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,11/2/1998,2,0,0,118,Released,The Visitors II: The Corridors of Time,5.8,221
20000000,20,28,43935,en,Dylan Dog: Dead of Night,10.617236,16/3/2011,3,4634062,4.634062,107,Released,Dylan Dog: Dead of Night,4.5,139
20000000,20,18,11458,en,People I Know,6.377308,21/11/2002,11,0,0,100,Released,People I Know,5.5,48
20000000,20,18,44638,en,The Tempest,3.620537,10/12/2010,12,346594,0.346594,110,Released,The Tempest,6,31
0,0,27,241257,en,Regression,27.215666,1/10/2015,10,17671101,17.671101,106,Released,Regression,5.3,585
0,0,28,14538,en,三国之见龙卸甲,4.127155,3/4/2008,4,0,0,102,Released,Three Kingdoms: Resurrection of the Dragon,6.6,35
20000000,20,80,13250,en,Butterfly on a Wheel,13.118983,27/7/2007,7,0,0,95,Released,Butterfly on a Wheel,6.3,130
20000000,20,35,133931,en,Zambezia,14.182301,5/6/2012,6,0,0,83,Released,Zambezia,5.3,68
0,0,18,280871,ta,ராமானுஜன்,0.416179,11/7/2014,7,0,0,170,Released,Ramanujan,5,3
0,0,16,239897,en,Dwegons,0.485405,24/1/2014,1,0,0,98,Released,Dwegons,0.5,1
20000000,20,18,184341,en,Hands of Stone,7.444189,26/8/2016,8,0,0,105,Released,Hands of Stone,6.1,109
20000000,20,53,334074,en,Survivor,33.625477,21/5/2015,5,0,0,96,Released,Survivor,5.4,404
27220000,27.22,53,199373,en,The Frozen Ground,28.060472,18/7/2013,7,5496951,5.496951,105,Released,The Frozen Ground,6.1,465
19400000,19.4,18,14202,en,The Painted Veil,20.746932,9/12/2006,12,0,0,125,Released,The Painted Veil,7.1,312
27000000,27,28,6968,de,Der Baader Meinhof Komplex,7.727035,24/9/2008,9,0,0,150,Released,The Baader Meinhof Complex,7.1,157
22000000,22,12,581,en,Dances with Wolves,45.707835,9/11/1990,11,424208848,424.208848,181,Released,Dances with Wolves,7.6,1046
20000000,20,35,52449,en,Bad Teacher,28.497242,16/5/2011,5,216197492,216.197492,92,Released,Bad Teacher,5.4,1584
19000000,19,18,12150,en,Sea of Love,11.47316,15/9/1989,9,110879513,110.879513,113,Released,Sea of Love,6.7,141
19000000,19,35,11247,en,A Cinderella Story,25.28132,10/7/2004,7,70067909,70.067909,95,Released,A Cinderella Story,6.1,713
14000000,14,80,4232,en,Scream,45.99611,20/12/1996,12,173046663,173.046663,111,Released,Scream,7,1476
0,0,27,9378,en,Thir13en Ghosts,20.392858,26/10/2001,10,0,0,91,Released,Thir13en Ghosts,5.4,440
19000000,19,27,694,en,The Shining,78.699993,22/5/1980,5,44017374,44.017374,144,Released,The Shining,8.1,3757
19000000,19,12,105,en,Back to the Future,76.603233,3/7/1985,7,381109762,381.109762,116,Released,Back to the Future,8,6079
19000000,19,27,11377,en,House on Haunted Hill,13.664614,29/10/1999,10,40846082,40.846082,93,Released,House on Haunted Hill,5.5,209
0,0,18,26367,en,I Can Do Bad All By Myself,2.242809,11/9/2009,9,0,0,113,Released,I Can Do Bad All By Myself,6,40
27000000,27,28,385383,en,Fight Valley,1.224105,22/7/2016,7,0,0,90,Released,Fight Valley,3.9,8
19000000,19,35,41210,en,The Switch,27.494037,11/5/2010,5,49830607,49.830607,101,Released,The Switch,5.9,583
18000000,18,35,12090,en,Just Married,18.47518,9/1/2003,1,101564935,101.564935,95,Released,Just Married,5.3,404
19100000,19.1,18,62630,en,The Devil's Double,10.559414,11/2/2011,2,5728213,5.728213,109,Released,The Devil's Double,6.5,208
0,0,16,16110,en,Thomas and the Magic Railroad,1.916351,26/7/2000,7,0,0,85,Released,Thomas and the Magic Railroad,4.6,8
20000000,20,96,29427,en,The Crazies,28.867568,26/2/2010,2,54956140,54.95614,101,Released,The Crazies,6.2,633
15000000,15,14,129,ja,千と千尋の神隠し,118.968562,20/7/2001,7,274925095,274.925095,125,Released,Spirited Away,8.3,3840
0,0,28,244114,zh,風暴,3.376967,12/12/2013,12,0,0,110,Released,Firestorm,5.9,43
25000000,25,28,2669,en,The Bounty,7.436491,4/5/1984,5,8613462,8.613462,132,Released,The Bounty,6.5,108
0,0,18,203833,en,The Book Thief,57.84156,8/11/2013,11,76586316,76.586316,131,Released,The Book Thief,7.4,1486
19000000,19,35,13523,en,Sex Drive,17.952817,16/10/2008,10,18755936,18.755936,109,Released,Sex Drive,6,342
19000000,19,10,25195,en,Leap Year,21.959742,8/1/2010,1,29922472,29.922472,100,Released,Leap Year,6.4,465
19000000,19,18,17277,en,The Fall of the Roman Empire,4.229942,24/3/1964,3,4750000,4.75,188,Released,The Fall of the Roman Empire,6,33
19000000,19,35,50725,en,Take Me Home Tonight,11.766564,4/3/2011,3,6928068,6.928068,97,Released,Take Me Home Tonight,6.2,208
0,0,18,82631,en,Won't Back Down,2.366251,28/9/2012,9,5310554,5.310554,121,Released,Won't Back Down,5.8,40
19000000,19,10,73191,en,The Nutcracker,0.068228,24/11/1993,11,2119994,2.119994,93,Released,The Nutcracker,5.6,5
18000000,18,53,22479,en,Kansas City,5.380733,16/8/1996,8,0,0,116,Released,Kansas City,6.1,12
0,0,18,340611,en,Indignation,5.625989,29/7/2016,7,0,0,110,Released,Indignation,6.8,69
19000000,19,27,10065,en,The Amityville Horror,30.205943,15/4/2005,4,108047131,108.047131,90,Released,The Amityville Horror,6,588
19000000,19,35,2757,en,Adaptation.,26.441669,6/12/2002,12,32801173,32.801173,114,Released,Adaptation.,7.3,638
15000000,15,27,11683,en,Land of the Dead,15.262492,24/6/2005,6,46770602,46.770602,93,Released,Land of the Dead,6,381
0,0,28,244339,cn,逃出生天,1.583918,10/3/2013,3,0,0,107,Released,Out of Inferno,5.8,11
18500000,18.5,12,1878,en,Fear and Loathing in Las Vegas,44.511363,22/5/1998,5,10680275,10.680275,118,Released,Fear and Loathing in Las Vegas,7.2,1301
18500000,18.5,35,23082,en,The Invention of Lying,16.665841,13/9/2009,9,31912793,31.912793,100,Released,The Invention of Lying,6,518
18000000,18,35,195589,en,Neighbors,36.471231,8/5/2014,5,268157400,268.1574,96,Released,Neighbors,6.2,2713
23000000,23,10,854,en,The Mask,85.30318,29/7/1994,7,351583407,351.583407,101,Released,The Mask,6.6,2472
18000000,18,14,2280,en,Big,20.716023,3/6/1988,6,151668774,151.668774,104,Released,Big,6.9,993
18000000,18,35,496,en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,1/11/2006,11,261572744,261.572744,82,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
18000000,18,35,8835,en,Legally Blonde,25.43954,13/7/2001,7,141774679,141.774679,96,Released,Legally Blonde,6.1,882
18000000,18,87,157,en,Star Trek III: The Search for Spock,15.314027,31/5/1984,5,87000000,87,105,Released,Star Trek III: The Search for Spock,6.4,434
19000000,19,80,8643,en,The Exorcism of Emily Rose,32.602868,9/9/2005,9,144216468,144.216468,122,Released,The Exorcism of Emily Rose,6.3,659
17000000,17,35,10402,en,Deuce Bigalow: Male Gigolo,9.832326,10/12/1999,12,65535067,65.535067,88,Released,Deuce Bigalow: Male Gigolo,5.5,308
16000000,16,53,218043,en,Left Behind,33.452469,3/10/2014,10,19682924,19.682924,110,Released,Left Behind,3.7,392
0,0,35,9043,en,The Family Stone,14.190837,14/12/2005,12,0,0,103,Released,The Family Stone,6.2,249
18000000,18,35,21301,en,Barbershop 2:  Back in Business,6.501815,20/1/2004,1,65070412,65.070412,106,Released,Barbershop 2:  Back in Business,5.6,74
23000000,23,18,10147,en,Bad Santa,26.58873,26/11/2003,11,76488889,76.488889,91,Released,Bad Santa,6.5,656
16500000,16.5,87,816,en,Austin Powers: International Man of Mystery,36.15716,2/5/1997,5,67683989,67.683989,94,Released,Austin Powers: International Man of Mystery,6.5,1013
18000000,18,10,302688,en,My Big Fat Greek Wedding 2,16.027955,23/3/2016,3,88923251,88.923251,94,Released,My Big Fat Greek Wedding 2,5.5,322
21000000,21,10,60307,en,Diary of a Wimpy Kid: Rodrick Rules,14.329891,25/3/2011,3,72417394,72.417394,99,Released,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
18000000,18,87,106,en,Predator,50.009408,11/6/1987,6,98235548,98.235548,107,Released,Predator,7.3,2093
18000000,18,18,279,en,Amadeus,31.82675,26/10/1984,10,51973029,51.973029,160,Released,Amadeus,7.8,1076
0,0,80,8617,en,Prom Night,9.642041,10/4/2008,4,14796236,14.796236,88,Released,Prom Night,4.8,167
17000000,17,35,10625,en,Mean Girls,36.423717,30/4/2004,4,129042871,129.042871,97,Released,Mean Girls,6.9,2320
0,0,35,10934,en,Under the Tuscan Sun,12.309718,30/4/2003,4,0,0,113,Released,Under the Tuscan Sun,6.4,172
19800000,19.8,18,5279,en,Gosford Park,11.693272,7/11/2001,11,87754044,87.754044,137,Released,Gosford Park,6.8,246
18000000,18,35,10013,en,Peggy Sue Got Married,12.243887,5/10/1986,10,41382841,41.382841,103,Released,Peggy Sue Got Married,5.9,136
18000000,18,18,194662,en,Birdman,89.811154,27/8/2014,8,103215094,103.215094,119,Released,Birdman,7.4,4535
18000000,18,35,160588,en,Blue Jasmine,34.694216,25/7/2013,7,99206215,99.206215,98,Released,Blue Jasmine,7,1098
15000000,15,18,9829,en,United 93,17.50138,28/4/2006,4,76286096,76.286096,111,Released,United 93,6.9,367
18000000,18,10,10028,en,Honey,18.492655,24/11/2003,11,62646763,62.646763,94,Released,Honey,6,303
18000000,18,28,10535,en,Spy Hard,11.238522,24/5/1996,5,0,0,81,Released,Spy Hard,4.9,147
1000000,1,27,790,en,The Fog,14.518598,8/2/1980,2,21378361,21.378361,89,Released,The Fog,6.4,311
18000000,18,28,43959,en,Soul Surfer,19.234672,8/4/2011,4,47088990,47.08899,106,Released,Soul Surfer,6.9,342
18000000,18,10,10364,en,Catch-22,4.504377,24/6/1970,6,24911670,24.91167,121,Released,Catch-22,6.7,72
0,0,35,16991,en,Observe and Report,10.529143,10/4/2009,4,24007324,24.007324,86,Released,Observe and Report,5.6,225
18000000,18,12,9610,en,Conan the Destroyer,18.379124,29/6/1984,6,100000000,100,103,Released,Conan the Destroyer,5.8,383
18000000,18,18,1578,en,Raging Bull,35.524457,14/11/1980,11,23000000,23,129,Released,Raging Bull,7.7,938
18000000,18,18,25643,en,Love Happens,13.472365,18/9/2009,9,36133014,36.133014,109,Released,Love Happens,5.6,180
18000000,18,28,11904,en,Young Sherlock Holmes,8.321586,4/12/1985,12,0,0,109,Released,Young Sherlock Holmes,6.7,167
0,0,10,28665,en,Fame,7.668063,1/1/2009,1,0,0,107,Released,Fame,5.5,135
18000000,18,12,44115,en,127 Hours,52.464877,5/11/2010,11,35692920,35.69292,94,Released,127 Hours,7,2606
0,0,28,10569,en,Small Time Crooks,11.423533,19/5/2000,5,0,0,94,Released,Small Time Crooks,6.4,155
18000000,18,18,10560,en,Center Stage,6.961736,12/5/2000,5,17200925,17.200925,115,Released,Center Stage,6.8,90
17000000,17,35,333348,en,Love the Coopers,9.191187,12/11/2015,11,24000000,24,107,Released,Love the Coopers,5.4,167
18000000,18,10,20483,en,Catch That Kid,4.492859,6/2/2004,2,16702864,16.702864,92,Released,Catch That Kid,4.9,76
18000000,18,18,11457,en,Life as a House,5.706767,25/10/2001,10,0,0,125,Released,Life as a House,7.2,120
30000000,30,18,321697,en,Steve Jobs,53.670525,9/10/2015,10,34441873,34.441873,122,Released,Steve Jobs,6.8,1573
18000000,18,35,19840,en,"I Love You, Beth Cooper",14.15192,10/7/2009,7,0,0,102,Released,"I Love You, Beth Cooper",5.1,197
18000000,18,18,22327,en,Youth in Revolt,13.462544,11/9/2009,9,0,0,87,Released,Youth in Revolt,5.9,319
18000000,18,28,38665,en,The Legend of the Lone Ranger,11.725805,20/8/1981,8,2945600,2.9456,98,Released,The Legend of the Lone Ranger,3.7,14
21000000,21,18,2575,en,The Tailor of Panama,7.047975,11/2/2001,2,28008462,28.008462,109,Released,The Tailor of Panama,6.2,92
18000000,18,18,11644,en,Blow Out,13.628601,24/7/1981,7,12000000,12,108,Released,Blow Out,7.3,236
18000000,18,28,146227,en,Getaway,16.520516,29/8/2013,8,10501938,10.501938,90,Released,Getaway,4.9,246
18000000,18,18,68924,en,The Ice Storm,14.916264,27/9/1997,9,8038061,8.038061,112,Released,The Ice Storm,6.9,176
18000000,18,35,253235,en,And So It Goes,9.633711,20/7/2014,7,25312387,25.312387,94,Released,And So It Goes,5.7,164
