platform_id,genre_id,age_rating_id,developer_id,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
7,4,0,0,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,
1,1,1,6900000001,Konami Digital Entertainment,0.29,0,0,0.02,0.31,58,9,8.1,9,Hudson Soft,E
9,4,1,6900000001,Electronic Arts,0.22,0.08,0,0.01,0.31,70,9,6.6,5,BudCat,E
8,5,0,0,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,
17,4,0,0,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,
3,3,0,0,Nintendo,0,0,0.31,0,0.31,,,,,,
4,6,0,0,Namco Bandai Games,0.12,0,0.18,0.01,0.31,,,,,,
13,1,0,0,NewKidCo,0.17,0.12,0,0.02,0.31,,,,,,
1,1,1,6900000001,Take-Two Interactive,0.29,0,0,0.02,0.31,,,3,4,Cat Daddy Games,E
14,4,1,6900000001,Microsoft Game Studios,0.23,0.07,0,0.01,0.31,72,21,7.8,12,High Voltage Software,E
7,4,1,6900000001,Electronic Arts,0.15,0.12,0,0.04,0.31,59,29,7.9,52,EA Canada,E
1,6,1,6949484300004,Eidos Interactive,0.27,0.02,0,0.02,0.31,73,11,8.4,14,Backbone Entertainment,E10+
17,6,3,8400000001,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58,10,8.1,39,"Image Epoch, Imageepoch",T
6,6,2,7700000001,Square Enix,0.1,0,0.19,0.02,0.31,61,33,7.7,237,Access Games,M
5,11,2,7700000001,Deep Silver,0.2,0.06,0.03,0.02,0.31,82,39,7.9,153,Atlus,M
6,10,0,0,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,,,7.9,11,Bandai Namco Games,
7,1,0,0,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,,,,,
13,11,0,0,Infogrames,0.17,0.12,0,0.02,0.31,,,,,,
14,12,0,0,Konami Digital Entertainment,0.23,0.07,0,0.01,0.31,,,,,,
4,3,1,6900000001,Avanquest,0.11,0.16,0,0.04,0.31,,,,,Avanquest Software,E
14,3,3,8400000001,Atari,0.23,0.07,0,0.01,0.31,73,39,7.3,20,Shiny Entertainment,T
5,1,1,6949484300004,Atari,0.27,0.01,0.01,0.02,0.31,63,16,,,Namco Bandai Games,E10+
11,7,1,6900000001,Square Enix,0.08,0.15,0.06,0.03,0.31,49,30,4.8,13,Arika,E
14,3,2,7700000001,Midway Games,0.23,0.07,0,0.01,0.31,78,37,6.6,19,Midway Studios - Los Angeles,M
19,3,3,8400000001,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.03,0.31,68,5,7.4,127,Human Head Studios,T
11,3,0,0,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,
4,6,3,8400000001,Ghostlight,0.16,0.01,0.12,0.01,0.31,79,21,8.8,45,Atlus,T
13,8,0,0,SquareSoft,0.1,0.07,0.13,0.02,0.31,,,,,,
13,1,0,0,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,,,,
19,3,1,6949484300004,Sega,0.19,0.09,0,0.03,0.31,32,28,3.6,587,Big Red Button Entertainment,E10+
18,3,0,0,Deep Silver,0.15,0.13,0,0.03,0.31,,,,,,
15,12,1,6949484300004,Ubisoft,0,0.27,0,0.05,0.31,79,33,5.2,213,Blue Byte,E10+
17,2,1,6949484300004,Sony Computer Entertainment,0.13,0.12,0,0.06,0.31,82,40,8.6,31,Studio Liverpool,E10+
5,5,1,6949484300004,Vivendi Games,0.16,0.12,0,0.03,0.31,62,35,7.2,26,Etranges Libellules,E10+
4,7,0,0,Storm City Games,0.29,0,0,0.02,0.31,,,,,,
7,9,0,0,Agetec,0.07,0.06,0.16,0.02,0.31,,,,,,
7,12,0,0,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,
4,3,0,0,CokeM Interactive,0.29,0,0,0.02,0.31,,,,,,
5,2,1,6900000001,Codemasters,0.09,0.18,0,0.04,0.31,66,45,7,45,Asobo Studio,E
23,8,0,0,Sega,0,0,0.31,0,0.31,,,,,,
10,9,3,8400000001,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76,17,7.1,110,Haemimont,T
13,3,3,8400000001,Take-Two Interactive,0.17,0.12,0,0.02,0.31,26,7,3.8,8,Wildfire Studios,T
14,8,2,7700000001,Ubisoft,0.23,0.07,0,0.01,0.31,85,41,8.6,25,Gearbox Software,M
11,11,1,6949484300004,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31,65,5,3.6,7,TT Games,E10+
9,3,0,0,THQ,0.22,0.08,0,0.01,0.31,,,,,,
13,12,0,0,Banpresto,0,0,0.29,0.02,0.31,,,,,,
4,1,0,0,P2 Games,0,0.27,0,0.04,0.31,,,,,,
10,3,1,6949484300004,Activision,0.17,0.08,0,0.05,0.31,81,51,3.3,29,Vicarious Visions,E10+
4,7,1,6900000001,Rondomedia,0.13,0.15,0,0.03,0.31,60,5,,,MumboJumbo,E
1,4,0,0,Atari,0.27,0.02,0,0.02,0.31,,,,,,
5,3,3,8400000001,Capcom,0.19,0.09,0,0.03,0.31,59,69,6,61,Airtight Games,T
1,4,0,0,Ubisoft,0,0.29,0,0.02,0.31,,,,,,
12,5,0,0,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31,,,,,,
12,2,0,0,Electronic Arts,0.25,0.06,0,0,0.31,,,,,,
12,2,0,0,Activision,0.25,0.06,0,0,0.31,,,,,,
12,4,0,0,Take-Two Interactive,0.25,0.06,0,0,0.31,,,,,,
12,9,0,0,Nintendo,0,0,0.26,0.05,0.31,,,,,,
12,4,0,0,Konami Digital Entertainment,0,0,0.26,0.05,0.31,,,,,,
4,3,1,6900000001,Midway Games,0.27,0.01,0,0.02,0.31,,,0.3,9,Artificial Mind and Movement,E
17,3,2,7700000001,Take-Two Interactive,0.04,0.17,0,0.09,0.31,69,15,8.1,38,Rockstar London,M
17,5,1,6949484300004,Capcom,0.27,0.01,0,0.03,0.31,79,34,8.3,44,Capcom,E10+
7,4,0,0,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,
4,11,1,6900000001,Activision,0.28,0.01,0,0.02,0.31,,,,,"Human Soft, Ivolgamus",E
14,8,3,8400000001,Activision,0.23,0.07,0,0.01,0.31,81,24,6.8,15,Vicarious Visions,T
6,3,3,8400000001,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41,28,1.7,17,Game Republic,T
9,3,1,6900000001,Ubisoft,0.22,0.08,0,0.01,0.31,81,15,9,21,Capcom,E
6,4,1,6900000001,Bethesda Softworks,0.28,0,0,0.03,0.31,67,23,5.6,8,Kush Games,E
1,6,3,8400000001,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,8,99,Ganbarion,T
16,3,0,0,CBS Electronics,0.29,0.02,0,0,0.31,,,,,,
7,1,0,0,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,,,,,
5,12,0,0,Electronic Arts,0.28,0,0,0.02,0.31,,,,,,
7,4,1,6949484300004,Ubisoft,0.15,0.12,0,0.04,0.31,,,,,Ubisoft,E10+
1,9,1,6900000001,Electronic Arts,0.14,0.13,0,0.03,0.31,58,13,2.1,35,Electronic Arts,E
5,4,1,6900000001,Electronic Arts,0.28,0,0,0.02,0.31,71,36,7.4,8,EA Sports,E
23,6,0,0,Atlus,0,0,0.31,0,0.31,,,,,,
4,3,0,0,Electronic Arts,0.2,0.08,0,0.02,0.31,,,,,,
5,4,1,6900000001,Home Entertainment Suppliers,0.09,0.19,0,0.03,0.31,73,14,6,8,Sidhe Interactive,E
13,2,0,0,Infogrames,0.17,0.12,0,0.02,0.31,,,,,,
14,1,2,7700000001,Midway Games,0.24,0.05,0,0.01,0.31,74,38,7.4,7,Backbone Entertainment,M
13,9,0,0,SquareSoft,0,0,0.29,0.02,0.31,,,,,,
1,3,3,8400000001,Sega,0.28,0.01,0,0.02,0.31,46,21,,,Edge of Reality,T
20,2,1,6900000001,Electronic Arts,0.24,0.06,0,0.01,0.31,85,12,6.6,5,EA Sports,E
17,12,0,0,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,
11,6,0,0,Atlus,0.13,0.02,0.14,0.01,0.31,,,,,,
4,5,1,6900000001,Capcom,0.17,0.01,0.11,0.02,0.31,78,15,8.9,39,"Inti, Inti Creates",E
6,1,0,0,Sony Computer Entertainment,0,0.28,0,0.03,0.31,,,,,,
13,4,0,0,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,,,,
5,4,1,6900000001,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,82,33,6.9,77,Konami,E
7,2,1,6900000001,LucasArts,0.15,0.12,0,0.04,0.31,73,34,8.5,11,Rainbow Studios,E
4,12,0,0,Konami Digital Entertainment,0.18,0.01,0.09,0.02,0.31,,,,,,
7,4,1,6900000001,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,52,14,6.5,8,989 Sports,E
13,1,0,0,Acclaim Entertainment,0.17,0.12,0,0.02,0.31,,,,,,
1,4,3,8400000001,Activision Value,0.28,0,0,0.02,0.31,,,7.8,4,FUN Labs,T
7,1,1,6900000001,Magix,0.15,0.12,0,0.04,0.31,,,,,Magix,E
16,3,0,0,Atari,0.29,0.02,0,0,0.31,,,,,,
8,5,0,0,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,
1,1,0,0,Activision,0.28,0,0,0.02,0.31,,,,,,
16,3,0,0,Mattel Interactive,0.29,0.02,0,0,0.31,,,,,,
13,5,0,0,GT Interactive,0.17,0.12,0,0.02,0.31,,,,,,
7,3,2,7700000001,Activision,0.15,0.12,0,0.04,0.31,49,21,6.1,14,Mucky Foot Productions,M
1,1,1,6949484300004,Zoo Games,0.28,0,0,0.02,0.31,26,6,,,Humagade,E10+
4,1,0,0,Mentor Interactive,0.29,0,0,0.02,0.31,,,,,,
5,3,3,8400000001,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,58,51,6,41,Propaganda Games,T
13,1,0,0,Activision,0.17,0.12,0,0.02,0.31,,,,,,
4,7,1,6900000001,Ubisoft,0.28,0,0,0.02,0.31,,,,,Denyu-Sha,E
14,10,3,8400000001,Universal Interactive,0.23,0.07,0,0.01,0.31,32,24,2.4,10,Ronin Entertainment,T
13,7,0,0,Empire Interactive,0.17,0.12,0,0.02,0.31,,,,,,
9,7,0,0,Nintendo,0,0,0.3,0.01,0.31,,,,,,
13,5,1,6900000001,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,66,8,7.2,6,Disney Interactive,E
6,10,3,8400000001,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54,32,5.3,103,Artdink,T
10,3,0,0,Capcom,0.12,0.13,0,0.05,0.31,,,,,,
7,3,1,6900000001,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,59,17,7.8,4,High Voltage Software,E
8,6,0,0,ASCII Entertainment,0,0,0.31,0,0.31,,,,,,
8,10,0,0,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,
7,6,3,8400000001,Activision,0.15,0.12,0,0.04,0.31,54,15,5.8,8,Shade,T
17,4,1,6900000001,Electronic Arts,0.28,0,0,0.02,0.31,73,11,6.2,5,EA Canada,E
4,3,1,6949484300004,Ubisoft,0.25,0.03,0,0.02,0.3,73,22,7.8,19,Ubisoft,E10+
9,3,1,6949484300004,Activision,0.22,0.08,0,0.01,0.3,62,4,7.3,12,Vicarious Visions,E10+
14,2,1,6900000001,Microsoft Game Studios,0.23,0.07,0,0.01,0.3,76,41,8.3,30,Digital Illusions,E
9,2,1,6900000001,TDK Mediactive,0.22,0.08,0,0.01,0.3,27,5,8.9,19,Prolific,E
3,1,0,0,Nintendo,0,0,0.3,0,0.3,,,,,,
4,8,3,8400000001,Konami Digital Entertainment,0.28,0,0.01,0.02,0.3,83,38,8.4,45,WayForward,T
23,8,0,0,Sega,0,0,0.3,0,0.3,,,,,,
13,10,0,0,SquareSoft,0.17,0.12,0,0.02,0.3,,,,,,
17,1,0,0,Sega,0,0,0.3,0,0.3,,,,,,
9,5,1,6900000001,Universal Interactive,0.22,0.08,0,0.01,0.3,72,13,7.5,15,Digital Eclipse,E
6,3,1,6949484300004,Activision,0.21,0.05,0,0.04,0.3,66,18,4.5,4,Beenox,E10+
13,3,0,0,3DO,0.17,0.12,0,0.02,0.3,,,,,,
5,2,1,6900000001,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,Eutechnyx,E
6,10,3,8400000001,Arc System Works,0.14,0,0.14,0.03,0.3,83,16,8.3,64,Arc System Works,T
6,12,0,0,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,
4,10,0,0,Namco Bandai Games,0.3,0,0,0,0.3,,,,,,
15,6,2,7700000001,Electronic Arts,0.14,0.13,0,0.03,0.3,81,25,6.6,1097,Big Huge Games,M
13,5,0,0,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3,,,,,,
11,1,1,6900000001,Nintendo,0.08,0.13,0.08,0.02,0.3,68,37,6.8,16,"Nintendo, Nd Cube",E
7,1,1,6949484300004,Konami Digital Entertainment,0.15,0.12,0,0.04,0.3,78,25,,,Harmonix Music Systems,E10+
20,2,1,6900000001,Acclaim Entertainment,0.23,0.06,0,0.01,0.3,78,18,7.9,18,Criterion Games,E
9,5,1,6900000001,Disney Interactive Studios,0.22,0.08,0,0.01,0.3,59,6,,,Climax Group,E
7,3,3,8400000001,Capcom,0.15,0.12,0,0.04,0.3,65,34,8.2,58,Capcom,T
4,7,0,0,Sega,0,0,0.3,0,0.3,,,,,,
9,11,1,6900000001,Global Star,0.22,0.08,0,0.01,0.3,36,5,3.8,6,"High Voltage Software, Backbone Entertainment",E
7,11,1,6949484300004,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,61,18,8.5,30,Idol Minds,E10+
23,6,0,0,Sega,0,0,0.3,0,0.3,,,,,,
18,10,3,8400000001,Namco Bandai Games,0.21,0.07,0,0.03,0.3,81,11,8.5,51,CyberConnect2,T
9,1,0,0,Nintendo,0,0,0.3,0.01,0.3,,,,,,
4,12,0,0,Banpresto,0,0,0.3,0,0.3,,,,,,
13,2,0,0,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3,,,,,,
4,5,0,0,Activision,0.18,0.1,0,0.03,0.3,,,,,,
10,3,2,7700000001,Warner Bros. Interactive Entertainment,0.25,0,0,0.06,0.3,75,59,7.3,89,Rocksteady Studios,M
17,7,0,0,Disney Interactive Studios,0.12,0.12,0,0.07,0.3,,,,,,
7,11,2,7700000001,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,62,53,8.2,40,SCE Studio Cambridge,M
13,2,1,6900000001,Unknown,0.17,0.11,0,0.02,0.3,53,5,,,Sinister Games,E
2,4,0,0,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,
4,5,0,0,Activision,0.25,0.03,0,0.02,0.3,,,,,,
6,10,3,8400000001,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77,26,8.2,76,SNK Playmore,T
5,8,2,7700000001,505 Games,0.16,0.12,0,0.03,0.3,,,6.6,26,Rebellion,M
7,12,0,0,Banpresto,0,0,0.3,0,0.3,,,,,,
22,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.05,0.19,0,0.07,0.3,,,7.7,12,TT Games,E10+
23,4,0,0,Sega,0,0,0.3,0,0.3,,,,,,
11,3,3,8400000001,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26,Ubisoft,T
5,6,3,8400000001,Banpresto,0.13,0.07,0.07,0.02,0.3,69,49,7,57,"Banpresto, SoftMax",T
4,3,1,6900000001,Warner Bros. Interactive Entertainment,0.28,0,0,0.02,0.3,66,16,,,WayForward,E
17,6,0,0,Atlus,0.13,0.03,0.11,0.03,0.3,,,,,,
7,12,1,6900000001,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77,14,8.9,17,Koei,E
4,6,0,0,Nintendo,0,0,0.3,0,0.3,,,,,,
8,6,0,0,Hudson Soft,0,0,0.3,0,0.3,,,,,,
7,4,1,6900000001,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3,,,,,Mahou,E
5,2,1,6900000001,Codemasters,0.01,0.27,0,0.02,0.3,79,29,6.6,33,Codemasters,E
11,9,0,0,Unknown,0.28,0,0,0.02,0.3,,,,,,
12,8,0,0,Activision,0.24,0.06,0,0,0.3,,,,,,
12,2,0,0,Take-Two Interactive,0.24,0.06,0,0,0.3,,,,,,
9,2,1,6900000001,THQ,0.21,0.08,0,0.01,0.3,48,14,5.9,8,Graphic State,E
4,1,0,0,Spike,0,0,0.3,0,0.3,,,,,,
5,6,3,8400000001,Square Enix,0.26,0,0.02,0.02,0.3,63,4,5.8,5,Square Enix,T
5,10,1,6949484300004,Ubisoft,0.18,0.09,0,0.03,0.3,61,13,7.5,10,Ubisoft,E10+
4,11,1,6900000001,Disney Interactive Studios,0.27,0,0,0.02,0.3,45,4,,,Altron,E
13,9,0,0,Namco Bandai Games,0,0,0.28,0.02,0.3,,,,,,
7,5,1,6900000001,Ubisoft,0.15,0.11,0,0.04,0.3,90,16,8.2,42,Ubisoft,E
9,3,0,0,Atari,0.21,0.08,0,0.01,0.3,,,,,,
8,7,0,0,Hudson Soft,0,0,0.3,0,0.3,,,,,,
11,3,0,0,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14,Bandai Namco Games,
22,4,1,6900000001,Electronic Arts,0.28,0,0,0.02,0.3,63,6,7.3,38,EA Tiburon,E
13,3,3,8400000001,3DO,0.17,0.11,0,0.02,0.3,74,8,5.3,4,3DO,T
20,4,1,6900000001,Electronic Arts,0.23,0.06,0,0.01,0.3,82,11,8.2,5,EA Canada,E
6,8,2,7700000001,Midway Games,0.24,0.02,0,0.03,0.3,77,22,7.9,48,Midway,M
7,10,2,7700000001,THQ,0.15,0.11,0,0.04,0.3,73,19,8.6,7,Anchor,M
7,6,3,8400000001,Ubisoft,0.1,0.07,0.1,0.03,0.3,62,13,5.3,9,From Software,T
23,12,0,0,Sega,0,0,0.3,0,0.3,,,,,,
10,3,0,0,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,,,,,,
1,3,2,7700000001,Capcom,0.16,0.04,0.08,0.02,0.3,76,11,8.9,41,Capcom,M
5,3,3,8400000001,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22,Omega Force,T
17,3,2,7700000001,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73,28,7.5,43,"Climax Group, Climax Studios",M
22,6,0,0,Square Enix,0,0,0.3,0,0.3,,,,,,
8,4,0,0,Tecmo Koei,0,0,0.3,0,0.3,,,,,,
13,10,0,0,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,,,,,,
5,9,1,6900000001,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,6,7.7,7,Konami,E
7,10,3,8400000001,Acclaim Entertainment,0.15,0.11,0,0.04,0.3,55,24,6.1,7,Acclaim,T
22,6,3,8400000001,Namco Bandai Games,0,0,0.3,0,0.3,67,28,7.6,131,Bandai Namco Games,T
4,9,1,6900000001,Ubisoft,0.27,0.01,0,0.02,0.3,,,,,Wizarbox,E
8,6,0,0,Hudson Soft,0,0,0.3,0,0.3,,,,,,
7,12,2,7700000001,THQ,0.15,0.11,0,0.04,0.3,74,24,8,13,Pandemic Studios,M
1,1,0,0,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,
7,9,3,8400000001,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,8,25,Maxis,T
1,2,0,0,Eidos Interactive,0.27,0,0,0.02,0.3,,,,,,
9,4,0,0,Konami Digital Entertainment,0,0,0.29,0.01,0.3,,,,,,
4,4,0,0,Konami Digital Entertainment,0,0,0.3,0,0.3,,,,,,
9,3,1,6900000001,THQ,0.21,0.08,0,0.01,0.3,,,,,Altron,E
9,5,1,6900000001,THQ,0.21,0.08,0,0.01,0.3,46,5,,,Hyperspace Cowgirls,E
4,3,0,0,Disney Interactive Studios,0.17,0.09,0,0.03,0.3,,,,,,
13,9,0,0,Electronic Arts,0.16,0.11,0,0.02,0.3,,,,,,
4,9,1,6900000001,Electronic Arts,0.15,0.12,0,0.03,0.3,64,9,,,EA Games,E
3,9,0,0,Jorudan,0,0,0.3,0,0.3,,,,,,
6,10,2,7700000001,Tecmo Koei,0,0,0.3,0,0.3,49,19,7,19,"Koei, Omega Force",M
20,3,1,6900000001,Activision,0.23,0.06,0,0.01,0.3,69,23,,,Edge of Reality,E
7,4,3,8400000001,Midway Games,0.14,0.11,0,0.04,0.3,77,30,9.5,4,Point of View,T
4,1,1,6900000001,Activision,0.26,0.02,0,0.02,0.3,,,,,Human Soft,E
1,4,1,6900000001,Activision,0.22,0.05,0,0.03,0.3,,,,,FUN Labs,E
14,3,1,6900000001,Konami Digital Entertainment,0.22,0.06,0,0.01,0.3,56,22,8.4,9,Konami,E
17,1,3,8400000001,Capcom,0.27,0,0,0.02,0.3,72,37,7,5,Digital Eclipse,T
15,9,1,6949484300004,Deep Silver,0,0.25,0,0.04,0.3,79,30,8.3,38,Related Designs,E10+
18,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.02,0.3,76,11,7,18,TT Games,E10+
22,5,1,6949484300004,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,57,62,5.5,53,Bigbig Studios,E10+
17,5,3,8400000001,Activision,0.01,0.23,0,0.05,0.3,52,7,7.4,9,Treyarch,T
14,4,0,0,Mud Duck Productions,0.22,0.06,0,0.01,0.3,48,6,4.4,8,,
5,3,0,0,Microsoft Game Studios,0.2,0.02,0.05,0.02,0.3,,,,,,
20,5,0,0,THQ,0.23,0.06,0,0.01,0.3,,,,,,
4,3,1,6900000001,Activision,0.26,0.01,0,0.02,0.3,70,16,6.5,4,Vicarious Visions,E
4,6,1,6949484300004,Atlus,0.19,0,0.09,0.01,0.29,85,30,9,81,Atlus,E10+
6,3,1,6949484300004,Sony Computer Entertainment,0.14,0.11,0,0.05,0.29,70,52,7.3,57,The Workshop,E10+
16,4,0,0,Atari,0.28,0.02,0,0,0.29,,,,,,
4,9,1,6900000001,Ubisoft,0.27,0,0,0.02,0.29,,,,,Ubisoft,E
5,3,1,6949484300004,Electronic Arts,0.24,0.03,0,0.02,0.29,68,38,6.8,20,EA Games,E10+
7,6,3,8400000001,Ubisoft,0.14,0.11,0,0.04,0.29,71,19,8.6,31,Game Arts,T
1,4,1,6900000001,Ubisoft,0.24,0.03,0,0.02,0.29,72,33,8.7,30,Ubisoft,E
5,3,1,6949484300004,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26,Next Level Games,E10+
5,1,3,8400000001,Activision,0.16,0.1,0,0.03,0.29,57,34,5.8,17,"Neversoft Entertainment, Underground Development",T
6,2,1,6900000001,Activision,0.19,0.07,0,0.04,0.29,,,,,Sidhe Interactive,E
4,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,74,14,8,8,WayForward,E10+
15,9,3,8400000001,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T
4,3,1,6900000001,Disney Interactive Studios,0.24,0.03,0,0.02,0.29,,,,,Altron,E
9,2,1,6900000001,Electronic Arts,0.21,0.08,0,0.01,0.29,77,9,8.2,25,Pocketeers,E
5,1,3,8400000001,Konami Digital Entertainment,0.25,0.02,0,0.02,0.29,74,36,5.4,9,"Terminal Reality, 4mm Games",T
9,4,0,0,Konami Digital Entertainment,0,0,0.29,0.01,0.29,,,,,,
23,6,0,0,Sega,0,0,0.29,0,0.29,,,,,,
14,4,3,8400000001,TDK Mediactive,0.22,0.06,0,0.01,0.29,72,23,6.9,9,Simon & Schuster,T
13,4,0,0,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29,,,,,,
1,3,1,6949484300004,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5,Electronic Arts,E10+
5,3,1,6949484300004,Eidos Interactive,0.12,0.14,0,0.03,0.29,73,44,8.4,38,Io Interactive,E10+
7,11,3,8400000001,505 Games,0.02,0.02,0.25,0.01,0.29,67,16,,,Banpresto,T
11,3,0,0,Disney Interactive Studios,0.17,0.1,0,0.02,0.29,,,,,,
22,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,,,5.6,14,TT Games,E10+
17,11,0,0,Sega,0,0,0.29,0,0.29,,,,,,
7,3,1,6949484300004,D3Publisher,0.11,0.03,0,0.15,0.29,,,7,4,Papaya Studios,E10+
20,4,1,6900000001,Electronic Arts,0.23,0.06,0,0.01,0.29,88,36,8.4,16,EA Canada,E
4,3,1,6900000001,THQ,0.27,0,0,0.02,0.29,59,6,,,Natsume,E
7,8,3,8400000001,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,66,11,7.7,20,Omega Force,T
13,12,0,0,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,,,,,,
17,8,2,7700000001,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,58,9,118,Sony Bend,M
13,4,0,0,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,
17,12,1,6949484300004,Sony Computer Entertainment,0.05,0.16,0,0.08,0.29,,,9,4,Novarama,E10+
4,6,1,6949484300004,Nintendo,0.19,0,0.08,0.01,0.29,69,23,7.3,18,Paon Corporation,E10+
5,1,0,0,Ubisoft,0.15,0.11,0,0.03,0.29,,,,,,
5,3,1,6949484300004,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6,Heavy Iron Studios,E10+
22,2,1,6900000001,Sony Computer Entertainment,0.15,0.09,0,0.04,0.29,62,51,6.4,69,SCEA,E
5,4,1,6900000001,Electronic Arts,0.27,0,0,0.02,0.29,64,35,5.6,16,EA Canada,E
1,4,1,6900000001,Namco Bandai Games,0.1,0.16,0,0.03,0.29,60,9,7.6,5,Namco Bandai Games,E
23,4,0,0,Sega,0,0,0.29,0,0.29,,,,,,
15,2,3,8400000001,Electronic Arts,0.02,0.23,0,0.04,0.29,82,19,8.5,525,Black Box,T
13,1,0,0,Hasbro Interactive,0.16,0.11,0,0.02,0.29,,,,,,
13,12,0,0,Namco Bandai Games,0,0,0.27,0.02,0.29,,,,,,
7,5,0,0,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,
6,8,3,8400000001,Square Enix,0.09,0.06,0.11,0.03,0.29,58,42,6,30,Double Helix Games,T
22,10,3,8400000001,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93,Capcom,T
1,12,3,8400000001,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87,50,8.8,86,Cing,T
7,6,0,0,Tecmo Koei,0.14,0.11,0,0.04,0.29,,,,,,
8,1,0,0,Enix Corporation,0,0,0.29,0,0.29,,,,,,
6,3,3,8400000001,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,Omega Force,T
20,10,0,0,Namco Bandai Games,0,0,0.28,0.01,0.29,,,,,,
4,1,1,6900000001,Majesco Entertainment,0.27,0,0,0.02,0.29,,,,,ImaginEngine,E
16,3,0,0,Activision,0.27,0.02,0,0,0.29,,,,,,
5,6,2,7700000001,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,8.3,126,Cavia Inc.,M
4,12,1,6900000001,THQ,0.24,0.03,0,0.02,0.29,60,17,5.4,7,Altron,E
14,8,2,7700000001,Midway Games,0.22,0.06,0,0.01,0.29,72,43,8.1,16,Midway Studios - Austin,M
10,3,2,7700000001,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68,High Moon Studios,M
10,4,1,6900000001,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8,Konami,E
9,9,0,0,Jorudan,0,0,0.28,0.01,0.29,,,,,,
